Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/24/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Dem. Rep.",COD,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-43.77003443,-51.67695595,-53.40733705,-26.30891606,-31.28635878,-24.03241125,-23.82167874,-24.15410186,-29.91511338,-44.31022201,-45.86251929,-43.20313428,-31.19434881,-34.28410305,-26.32969251,-24.28766473,-16.35996676,-14.18140805,-16.61818829,-12.60833432,-0.041552891,-10.50694527,24.46871661,59.8599074,3.612133444,-20.16205627,-7.123352725,-7.909889588,-0.436305354,2.641576635,4.187937789,15.51703669,12.77157782
"Congo, Rep.",COG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2.029775634,-0.494862655,-1.79073181,-10.09016565,14.48941078,37.81505557,41.9207381,68.85300902,74.82491088,89.20109038,84.46215139,19.90354372,49.55336549,51.78863493,81.59781925,102.0213881,78.83413714,85.85447683,106.1564269,121.8871881,103.4221011,87.82134619,128.0645838,121.2707066,141.1365066,134.4223108,131.9438037,167.8339274,202.0339694,209.0207591,194.351017,223.7408262,204.08052
Colombia,COL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,3.353606505,7.222762965,13.33922212,12.43733789,17.66672856,15.88752797,25.74299019,27.82131853,11.51538679,17.35222245,16.6551329,12.08119771,11.13711678,11.18456463,14.49578689,9.085419257,13.1910648,13.08154091,19.57852056,23.35278133,32.76770996,33.28607302,51.77441829,54.10442653,56.63922943,61.0094952,46.61610564,53.78579453,55.10852055,51.6547672,64.93791458,72.0884743,89.15882277
Comoros,COM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,20.61068702,2.544529262,0.254452926,0,2.544529262,6.361323155,6.615776081,34.60559796,38.67684478,131.2977099,145.2926209,153.9440204,229.2620865,256.4885496,245.5470738,315.5216285,172.0101781,172.519084,238.4223919,298.4732824,261.5776081,275.0636132,349.8727735,294.4020356,332.0610687,404.8346056,549.3638677,609.1603053,710.43257,750.8905852,765.9033079,707.1246819,708.3969466
Cabo Verde,CPV,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,25.32588454,24.58100559,21.41527002,42.27188082,42.27188082,70.20484171,70.39106145,73.55679702,78.77094972,426.2569832,501.1173184,568.9013035,570.7635009,624.9534451,1032.216015,1142.458101,1291.992551,1256.98324,1222.346369,1303.165736,1538.547486,1312.662942,1280.446927,1345.623836,1360.148976,1431.471136,1519.180633,1529.608939,1628.3054,1717.132216,1748.603352,1831.284916,1773.929236
Costa Rica,CRI,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,8.148071909,45.52284891,46.27075614,71.63441746,70.37189516,62.69040758,60.43296281,77.40153698,77.07561411,75.64498422,89.39206807,93.29628105,107.7775491,111.5857006,117.9497736,136.7915466,164.1587759,161.9390696,151.3585838,148.5728009,164.3714835,162.2752848,172.5813092,176.3825991,166.5706052,182.8152875,187.8688075,190.02676,181.5527652,146.3393715,175.0960615,177.54906,194.1299575
Caribbean small states,CSS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-4.241840866,-10.57694114,-9.732746471,-0.431981883,7.287010647,10.37238662,19.25137669,25.51828234,19.94346421,42.61822898,44.43335296,31.09995249,31.7807383,40.89828664,48.4202607,46.17435951,54.16557102,60.40183837,59.00287782,79.16040831,70.40837125,99.08919557,102.5298186,115.1473998,119.2667006,142.1974726,120.5571763,122.0025975,156.8377028,153.2003716,187.5101951,192.1291948,
Cuba,CUB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-22.08435505,-38.14730318,-43.43152166,-41.8047925,-38.0759123,-32.93033699,-26.59517232,-27.94073522,-25.92368418,-25.00905319,-28.04135498,-31.29429597,-33.27927285,-34.52369867,-32.1235683,-30.65436467,-28.36830452,-30.81551148,-30.26068018,-27.03903736,-28.17767017,-25.15881884,-24.74495867,-30.35664401,-23.77057661,-29.2006808,-31.47199719,-30.55426224,-36.42538618,-44.12965205,-45.29725507,-46.07505354,-42.92092167
Curacao,CUW,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-1.130434783,1.130434783,-6.260869565,10.34782609,15.65217391,14.7826087,17.82608696,20.69565217,22.26086957,14.34782609,13.2173913,24,30.60869565,21.13043478,27.39130435,42.52173913,78.08695652,93.30434783,97.30434783,114.4347826,73.04347826,65.56521739,87.91304348,101.3043478,117.5652174,128.3478261,143.826087,134.5217391,227.4782609,165.7391304,194,195.2173913,211.3043478
Cyprus,CYP,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,11.25363803,18.32057777,23.85253854,29.11285976,26.30807373,34.12741188,36.06985017,42.61506953,48.24620028,53.75875822,50.85695807,54.67931443,69.0891452,67.90557292,70.4257842,72.6980705,79.11609356,83.11091948,78.64826991,70.60256548,65.04689016,53.51514498,38.82720707,46.94621106,47.78484424,55.66885847,58.712946,55.49638892,55.55675326,46.62929826,48.84553196,54.90568072,54.86256333
Czechia,CZE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-9.269390665,-12.76091896,-15.49736543,-18.81130206,-19.2771856,-16.97731612,-19.02333648,-22.67680613,-27.6624852,-20.04858241,-20.10369081,-23.01887705,-21.04615329,-20.52383197,-22.02517342,-20.97201073,-20.03861214,-23.79402025,-27.66574819,-26.89126967,-28.62923888,-31.10047616,-33.81800933,-35.20363522,-34.56801537,-33.64742707,-33.30493317,-33.93100573,-37.57813066,-42.96304353,-40.08888647,-39.91703526,-45.30684263
Germany,DEU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-2.072620439,-7.396639947,-8.231194367,-9.617419634,-10.08962603,-7.239250977,-10.38571748,-10.47161806,-14.01812145,-13.94782749,-12.55768329,-14.08840553,-13.30218129,-14.73862217,-16.87334334,-15.51541926,-18.36458014,-18.03265564,-24.13335379,-19.51105967,-22.15961476,-20.98323488,-19.22479022,-23.08007963,-22.47159911,-22.04450483,-23.50207042,-26.23976389,-31.19577909,-36.57137645,-33.09153436,-34.89820061,-42.45484544
Djibouti,DJI,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,25.56514591,7.511302918,5.754212906,8.251130292,10.21372791,14.37525688,15.4027949,17.60172626,21.11590629,-23.98273736,-22.91409782,-20.01644061,-15.73160707,-18.70119194,-22.42087957,-24.91779696,-23.06822852,-16.70776819,-24.95889848,-16.19399918,-34.96711878,-17.04685573,-8.919030004,-8.970406905,-16.80024661,-24.08549116,-31.7920263,-26.1919441,-27.30168516,-24.49650637,-18.53678586,-23.08877928,-23.01685162
Dominica,DMA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.469483568,1.408450704,82.15962441,140.3755869,176.5258216,203.286385,195.3051643,69.48356808,190.6103286,160.0938967,161.971831,138.028169,170.4225352,188.7323944,184.0375587,201.4084507,260.5633803,245.5399061,252.1126761,262.9107981,179.342723,154.9295775,181.2206573,214.084507,239.9061033,264.7887324,224.8826291,251.6431925,294.8356808,221.1267606,254.4600939,255.8685446,275.1173709
Denmark,DNK,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,20.3294167,9.46667684,13.89615839,21.48819288,15.56861099,41.17937665,22.55045207,14.94125052,9.262770381,1.392057376,4.440926258,3.527448213,13.8826155,3.267462709,-3.349101591,11.81837256,2.780299851,-3.418151299,-7.597184603,-7.380688971,-17.04974631,-26.38747949,-23.05516347,-30.9420898,-35.00629459,-31.89180941,-35.96230878,-35.80589784,-42.39079846,-46.97917064,-43.9287758,-46.32148171,-48.93201846
Dominican Republic,DOM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.712373709,21.50641862,19.99527768,40.222943,49.08101256,60.37356,82.4652972,108.6430799,126.1951808,136.2176739,137.8605426,161.1465285,133.5296822,116.4982788,133.4588475,155.6872833,157.8409077,157.4221129,146.4874672,159.9845903,162.4662914,171.8786116,166.8940834,169.5920168,196.6148455,208.999739,195.5063441,218.3934186,254.4793647,234.2939517,268.6661944,268.3927972,289.6009643
Algeria,DZA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.202507508,17.49171624,14.98545579,12.46284263,16.1550902,12.95286955,10.34031649,12.85988085,17.72924626,21.86398704,18.93172467,24.28626664,33.73522193,33.90068917,40.51826999,46.20568659,50.93286659,57.57137334,60.87392755,64.37895046,72.94375084,94.37536118,101.9188102,114.8174941,128.4696498,123.1040212,130.8107202,142.2912916,151.7337336,138.2133696,149.0906924,158.6560568,149.9436663
East Asia & Pacific (excluding high income),EAP,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,5.725451612,10.12489059,18.94894011,25.43514314,38.53358257,39.16635079,44.04992104,46.0468405,44.88617986,53.23280325,60.76131663,72.44898592,96.21892102,122.9705661,149.5359727,173.949069,196.0177695,204.6080593,223.3301777,252.7172135,283.4396828,295.3940101,312.3129499,319.3248757,316.1747493,317.8786294,329.0383701,351.3559955,364.5422694,369.8113513,394.2476197,396.1200874,
Early-demographic dividend,EAR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,3.59080019,6.658398811,10.24708371,16.09386228,21.40896717,27.22452604,33.01545408,37.22937871,41.41159799,46.55283668,49.20376112,53.980473,60.54507991,69.49879719,76.89262447,86.39816547,97.06466722,103.9861293,109.6656347,119.5529366,127.8138097,139.9826023,141.9540036,153.1345704,155.5810172,160.1929632,171.1214755,177.5111424,175.9056319,157.0831182,174.5549048,187.4985136,
East Asia & Pacific,EAS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.494634756,7.953894682,14.05190757,19.82888747,29.03477359,30.46333319,33.94488312,33.34358217,34.45148415,41.21189615,45.95141928,54.223301,69.2379256,86.33672807,103.0777972,118.0377467,132.9334143,137.0445931,147.6069611,168.1764923,188.9893698,197.3016592,207.9192079,210.9753602,208.6662974,209.9954401,216.9129548,229.8899581,236.8686217,237.4135665,253.2104034,254.3353964,
Europe & Central Asia (excluding high income),ECA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-4.144458615,-13.530333,-22.89213169,-32.57028438,-34.9091981,-39.71689429,-41.07935261,-40.72127439,-41.51215728,-39.68619172,-41.22920921,-39.24858943,-35.44888079,-35.14359064,-34.54971717,-30.59453498,-27.74471652,-25.40522493,-32.26806286,-28.09228014,-23.93301657,-24.28500887,-24.62679873,-29.21916983,-33.10514107,-30.52009031,-28.11134605,-26.80048078,-28.71792969,-28.79341245,-25.29108205,-26.4829713,
Europe & Central Asia,ECS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-1.641254606,-7.535383813,-12.55247769,-16.96231047,-17.3764466,-17.41514169,-20.06050245,-19.96552335,-20.33534644,-19.3516092,-18.72810967,-18.78723599,-15.98944592,-15.852094,-16.0199191,-14.62011836,-14.5850469,-15.44601476,-21.78753991,-18.56870898,-18.32338191,-19.03813969,-20.85301933,-24.12576615,-24.27510104,-24.22631026,-23.24613946,-22.92333104,-24.33212927,-29.04474464,-24.16976286,-24.92202121,
Ecuador,ECU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.212485972,5.566790664,2.991323964,7.959394102,18.50109091,36.53334549,42.28926576,39.60727124,23.59676657,25.57009474,38.48103862,38.40698184,41.48717394,49.40270364,60.8564381,72.22244376,75.68317373,81.56612985,97.52935212,112.9080955,115.0340946,116.033861,129.8557032,142.3513595,140.7597086,133.4035923,126.5231484,135.6811229,132.5735868,103.4425006,127.2380811,140.7426185,158.220017
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2.37473074,6.496220256,6.865724818,1.881839414,8.989638353,16.85010749,24.34238352,31.27838087,41.42308983,39.7913026,54.31411057,58.42193902,61.58343798,75.31357615,94.95239938,106.4150189,120.7100695,120.7794677,129.8719466,131.4140079,139.7049647,154.5781517,149.9853007,154.7439424,161.6285741,173.3278033,186.4196964,180.4069687,159.0836811,147.1980057,172.933381,170.1183267,172.4911995
Euro area,EMU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.264315023,-3.371188355,-5.401832688,-5.41565756,-3.700627696,-1.658166631,-2.510855318,-0.826055739,-1.51979788,-0.740560244,0.921366586,1.098360341,3.218841567,3.756672552,3.346326778,2.808725802,1.706345793,-0.553353134,-8.064860909,-5.242874973,-8.447757103,-9.73422029,-11.74207022,-16.18752065,-14.37693734,-14.43768742,-14.24182514,-16.33814179,-20.30431044,-28.45611826,-23.51611195,-23.91706497,
Eritrea,ERI,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,14.88456865,49.14945322,107.654921,134.1433779,153.3414338,178.5844471,160.8748481,94.22843256,106.3183475,103.6148238,123.3596598,120.3827461,112.7582017,117.8918591,83.53584447,65.06682868,60.9963548,40.64398542,46.08140948,56.95625759,87.30255164,92.67922236,80.2855407,80.92345079,75.45565006,81.37910085,78.03766707,98.9671932,104.5868773,104.0704739,116.3426488,102.7339004,103.0680437
Spain,ESP,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,3.322513087,6.873135664,0.55500316,5.240910454,10.62378542,6.744586821,15.22229675,18.67866456,28.16147115,35.12290865,35.41434355,42.92414108,46.55064199,53.32788367,59.79216499,55.95023693,61.62942129,48.00074196,31.04036132,25.63410599,26.46177937,23.97504945,12.41458296,11.30065116,18.66119399,14.97404219,21.51549596,18.68340965,11.17572584,-5.639886377,2.488325996,1.575672347,-6.279395303
Estonia,EST,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-8.718699426,-33.81107838,-45.91139218,-44.37659716,-49.33606186,-46.87051243,-47.96968906,-52.85975874,-56.59265375,-55.9911458,-55.02189489,-56.94773339,-51.80211781,-50.86021968,-50.92302978,-52.59864097,-43.61933031,-49.00352294,-57.42235482,-45.40080691,-45.10803083,-48.02059563,-41.96550004,-44.48195603,-49.36949304,-49.39785888,-46.2500095,-43.37264874,-62.75006902,-70.92297912,-68.8241596,-68.11830585,-71.03542945
Ethiopia,ETH,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-0.946891725,-22.43264261,-1.248799232,14.18050409,29.28045378,45.77558209,52.45871644,62.00082338,59.90119391,77.30204474,118.9744293,125.0949179,140.5928366,162.1151823,150.2813229,164.987878,190.4030008,213.896894,215.8958877,214.5556013,264.0821554,311.0882393,377.6634189,467.4305841,517.9772197,633.342482,625.8954302,698.9204519,761.3238187,672.0323864,690.316088,656.5573396,664.269704
European Union,EUU,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-1.415856987,-5.257825166,-6.99856529,-7.299052761,-5.882697247,-3.246240884,-4.995562592,-5.199381293,-6.867631499,-6.473352009,-5.001068418,-5.290990264,-2.806124058,-2.671838938,-3.222399413,-2.827935466,-3.811164388,-6.056412673,-13.1924565,-10.40684354,-12.87114002,-14.59625839,-16.73658126,-20.4974543,-18.92381062,-18.70295196,-17.95766382,-19.67780623,-23.47038786,-30.60397247,-25.57838199,-26.09476204,
Fragile and conflict affected situations,FCS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-4.164438519,-9.245672643,-13.53147872,-20.49305238,-18.4922051,-22.35589494,-21.59229926,-25.67214828,-27.46369042,-24.8540738,-22.73139423,-23.56069191,-20.4471223,-21.34456053,-20.45263769,-21.05052111,-21.42981436,-19.68445218,-24.33934946,-18.42374063,-17.60620474,-14.03009658,-13.18391435,-16.44029002,-23.39876909,-23.0118437,-23.06207558,-20.35861657,-21.60769431,-30.09503613,-26.2222343,-28.01163156,
Finland,FIN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.21910657,-3.7908985,-1.524150014,10.43924477,4.49561111,15.49745204,11.59538611,5.900945368,4.754408901,2.31886378,13.07329047,16.89762813,31.782681,25.30686659,3.591864322,24.24037068,21.0648951,6.407157404,1.518991845,17.11267042,3.549531763,-6.939338154,-5.148030558,-12.06673604,-18.23234883,-13.19424064,-18.05092358,-15.62871855,-21.48804283,-29.80461211,-29.85530447,-35.69417394,-42.60398602
Fiji,FJI,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-12.1773399,-1.428571429,6.75862069,11.66502463,10.70935961,16.0591133,19.87192118,18.83743842,27.34975369,43.90147783,55.87192118,28.82758621,49.86206897,94.93596059,70.48275862,83.28078818,69.81280788,27.21182266,4.719211823,67.08374384,22.64039409,18.66009852,35.22167488,53.59605911,59.25123153,56.82758621,72.39408867,81.78325123,88.97536946,90.62068966,99.81280788,110.6995074,117.7832512
France,FRA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,6.505559708,3.025654602,-2.07359995,-3.184191948,-0.835331921,2.977091509,0.831075188,6.540651799,4.903600573,4.137129093,5.209696007,3.799549409,5.079683964,5.358681659,5.942191491,3.154628418,1.298147802,-0.588649058,-3.866385307,-1.949843228,-5.439819141,-4.966153782,-6.301937333,-14.84252684,-13.57407234,-12.84915592,-11.92046139,-14.70176914,-16.22741855,-25.42299985,-17.09109408,-19.41851471,-26.69399801
Faroe Islands,FRO,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0,0,0,0,0,0,6.25,6.25,6.25,12.5,12.5,12.5,18.75,18.75,18.75,18.75,18.75,25,25,25,25,25,25,25,25,25,25,25,25,31.25,31.25,31.25,31.25
"Micronesia, Fed. Sts.",FSM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-20.04828961,-19.43251608,-17.63705012,-18.23499862,-8.110385507,2.617037481,-1.981818476,12.18421351,6.788092885,7.006854532,9.228500591,4.872713131,18.97392685,7.352011797,3.565004618,-7.528641571,-16.14298909,-10.57510006,-11.71266063,-3.464536306,-5.705627846,-4.569687738,-1.531331529,1.539433812,4.359028374,5.329681904,-8.821765974,-14.80125099,-11.86498355,-13.96023399,-16.74579897,-12.57636402,-20.16172157
United Kingdom,GBR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1.56818334,-0.71548161,-3.471681071,-4.760804947,-5.884220631,-2.573164889,-6.157304297,-6.052195505,-6.633547924,-5.266481096,-3.338290269,-6.086230079,-3.764409315,-3.676678418,-3.953076248,-3.879494942,-5.515644399,-8.345699915,-16.99798574,-14.0329081,-21.17829686,-17.37085493,-19.26288188,-26.07590981,-28.58990056,-32.45564086,-34.52630639,-35.91119758,-38.6394413,-45.21932724,-41.70243273,-43.76899419,-48.12332467
Georgia,GEO,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-22.84362278,-39.33902414,-51.44367381,-68.3380499,-75.29749133,-80.00226163,-82.46308904,-84.09465211,-85.82711868,-84.88738242,-88.75360991,-89.584324,-88.53266606,-87.50594403,-85.56645133,-83.52953457,-80.87849828,-83.53156424,-81.24151889,-81.75502488,-78.0140569,-76.01715359,-73.48122847,-71.4767864,-69.13309982,-68.03678918,-67.61519815,-67.71523179,-65.4382343,-66.52120713,-64.77888217,-63.36768305,-62.70166201
Ghana,GHA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-7.285212392,9.460236346,12.92877675,20.20440754,29.16640051,40.17566273,47.45768125,100.2491217,118.5404024,94.37559885,109.9393165,147.5726605,132.4848291,117.2021718,129.565634,178.549984,194.1967423,179.348451,220.894283,259.2494411,287.4704567,367.5886298,397.0648355,379.0067071,404.2638135,417.198978,441.810923,511.063558,545.2060045,607.4097732,698.7703609,691.7183009,671.7598211
Gibraltar,GIB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,41.16828929,67.59388039,69.74965229,100.4172462,96.03616134,100.4172462,106.8845619,117.8025035,126.4951321,137.2739917,143.3936022,147.705146,152.0862309,173.852573,182.5452017,195.6189152,193.4631433,199.930459,228.1641168,230.3894298,219.4714882,226.0083449,247.705146,273.6439499,308.3449235,325.8692629,351.8776078,379.6244784,398.8873435,344.6453408,349.7218359,369.4019471,378.8595271
Guinea,GIN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-2.939932318,-12.98646362,-10.31091371,-8.883248731,-7.191201354,-3.838832487,-2.749576988,0.687394247,4.166666667,55.56260575,65.63028765,78.60617597,88.72673435,93.45389171,85.48011844,98.24450085,104.6954315,118.9403553,131.9373942,166.6455161,183.0266497,169.0249577,142.9357022,151.5968697,200.8883249,238.7161591,239.7525381,243.3481387,264.4458545,280.8269882,288.4306261,302.7918782,292.9145516
"Gambia, The",GMB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,24.69337694,6.050695012,11.12019624,27.55519215,21.66802944,26.24693377,26.32869992,37.12183156,41.210139,119.2968111,142.1095666,151.5944399,155.6009812,166.5576451,170.891251,202.9435814,215.5355683,220.7686018,255.7645135,261.9787408,282.420278,268.1929681,269.4194603,296.4022895,312.3466885,315.6991006,318.8879804,322.8127555,357.3998365,380.212592,388.5527392,410.3025348,395.3393295
Guinea-Bissau,GNB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,25.31120332,12.21102549,20.62833432,20.21339656,23.53289864,22.22880854,28.15649081,30.64611737,34.49911085,20.15411974,24.54060462,31.59454653,55.48310611,59.81031417,63.36692353,73.02904564,81.80201541,73.62181387,83.75815056,86.89982217,90.45643154,92.47184351,97.86603438,102.8452875,113.040901,122.3473622,78.00829876,79.07528156,89.80438648,98.87374037,102.3117961,111.3218731,105.0978068
Equatorial Guinea,GNQ,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,4.219409283,4.219409283,8.579465541,1604.219409,1710.548523,1880.168776,2623.206751,3211.111111,3518.565401,3760.196906,4964.135021,4417.862166,4950.070323,8732.489451,8895.35865,8882.137834,9937.130802,9192.123769,7604.360056,7939.240506,8274.120956,7769.338959,7949.648383,7942.053446,7504.64135,7479.887482,6773.417722,6485.935302,6306.610408,6185.513361,6029.676512,5752.601969,5211.954993
Greece,GRC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.033888645,2.765518817,2.158218895,4.240573437,8.152786442,8.138024343,9.356603536,13.78805733,14.10922926,23.30152422,25.93919042,25.8934921,30.717361,30.38900057,33.01857971,31.41913836,36.0657337,30.71569224,23.50626812,14.3637792,10.56902116,4.677659938,-5.181240068,-8.854692165,-10.85283856,-12.51081484,-12.22468685,-14.53091184,-20.90197709,-32.77096154,-30.42763876,-29.4855601,-33.66811207
Grenada,GRD,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0.393700787,3.74015748,16.92913386,36.61417323,22.63779528,30.90551181,78.54330709,55.90551181,57.87401575,12.79527559,14.56692913,24.60629921,37.00787402,30.31496063,40.15748031,59.84251969,77.55905512,94.09448819,108.8582677,133.6614173,80.90551181,87.00787402,141.1417323,116.3385827,130.3149606,150.7874016,151.7716535,157.480315,195.6692913,139.9606299,165.3543307,166.3385827,180.9055118
Greenland,GRL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,27.27272727,27.27272727,27.27272727,55609.09091,56190.90909,57618.18182,56754.54545,58481.81818,50700,59054.54545,62800,49527.27273,49636.36364,44363.63636,47727.27273,47690.90909,46627.27273,47109.09091,47518.18182,47854.54545,49754.54545,52245.45455,52827.27273
Guatemala,GTM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,5.699614235,23.91232149,37.58015482,48.70602662,73.53805278,70.43660425,78.23876555,122.3360499,121.4035715,147.4363232,159.9340878,173.1752804,171.9847738,177.2270904,200.7408732,204.4069182,224.4743632,195.5547607,211.6036073,200.8660552,210.3032471,221.4291189,245.7910738,271.2847763,333.6560815,360.8665662,338.1984007,379.1354776,402.7565593,350.7114938,417.1601563,410.3671154,445.4206372
Guam,GUM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,0,0,50,50,50,100,100,100,100,100
Guyana,GUY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-2.368578001,-7.770299054,-7.233534975,20.55039618,30.56147227,34.77038425,46.88591633,49.05001278,48.04464514,41.61199625,40.20618557,38.34029139,37.9994888,42.58328363,26.38664054,13.70878419,36.91744057,36.7896396,38.79185482,50.05538042,56.20686717,70.62281673,68.47576042,75.9478572,76.75726336,109.3550311,110.3433586,119.8858311,137.9994888,183.7011161,178.5890773,183.0535912,181.5199796
